transaction_id,account_id,transaction_date,transaction_type,merchant,transaction_category,amount,transaction_status,fraud_flag,running_balance
127,A129,2023-01-12 13:12:00,debit,Flipkart,Shopping,948,Pending,0,10131
128,A041,2023-01-12 19:17:00,debit,Swiggy,Food,6820,Success,0,66296
129,A199,2023-01-12 05:23:00,debit,Zomato,Food,540,Success,0,25674
130,A128,2023-01-13 01:14:00,debit,Swiggy,Food,7520,Success,0,17813
131,A119,2023-01-13 12:34:00,credit,Netflix,Entertainment,5590,Success,0,51776
132,A086,2023-01-13 12:16:00,debit,Uber,Transport,509,Success,0,46729
133,A165,2023-01-13 05:39:00,credit,Flipkart,Shopping,2010,Success,0,32423
134,A127,2023-01-13 07:54:00,debit,Zomato,Food,3304,Success,0,3211
135,A115,2023-01-13 12:31:00,debit,Croma,Electronics,1437,Success,0,182597
136,A033,2023-01-13 11:52:00,debit,Swiggy,Food,7579,Success,0,28103
137,A004,2023-01-13 19:55:00,debit,BigBasket,Groceries,2455,Success,0,123536
138,A145,2023-01-13 18:14:00,debit,Croma,Electronics,715,Success,0,123486
139,A167,2023-01-13 01:32:00,credit,Amazon,Shopping,3398,Success,0,49494
140,A158,2023-01-13 04:46:00,debit,Amazon,Shopping,7188,Success,0,12987
141,A129,2023-01-13 20:53:00,credit,BigBasket,Groceries,6136,Success,0,16267
142,A199,2023-01-13 04:42:00,debit,Zomato,Food,6648,Success,0,19026
143,A042,2023-01-14 21:50:00,debit,Netflix,Entertainment,14348,Success,0,117451
144,A086,2023-01-14 12:31:00,debit,Amazon,Shopping,5270,Success,0,41459
145,A038,2023-01-14 00:18:00,debit,BigBasket,Groceries,7226,Success,0,33271
146,A192,2023-01-14 21:43:00,debit,Uber,Transport,37116,Success,0,-20877
147,A054,2023-01-14 05:43:00,debit,Croma,Electronics,14628,Success,0,16712
148,A158,2023-01-14 05:13:00,debit,Uber,Transport,11297,Success,0,1690
149,A066,2023-01-14 03:56:00,debit,Swiggy,Food,1308,Success,0,12215
150,A183,2023-01-14 10:28:00,debit,Zomato,Food,12286,Success,0,112
151,A192,2023-01-15 23:25:00,credit,Amazon,Shopping,6171,Success,0,-14706
152,A126,2023-01-15 20:37:00,debit,Zomato,Food,11609,Success,0,15485
153,A094,2023-01-15 14:10:00,debit,Netflix,Entertainment,3379,Success,0,21465
154,A162,2023-01-15 15:40:00,debit,Croma,Electronics,11280,Success,0,-2100
155,A200,2023-01-15 11:56:00,debit,Flipkart,Shopping,13157,Success,0,96720
156,A033,2023-01-15 00:59:00,credit,Swiggy,Food,13674,Success,0,41777
157,A031,2023-01-15 04:15:00,debit,BigBasket,Groceries,2676,Success,0,36866
158,A131,2023-01-15 08:54:00,debit,Flipkart,Shopping,32475,Pending,0,11916
159,A163,2023-01-15 16:23:00,debit,Zomato,Food,10472,Success,0,4790
160,A043,2023-01-15 09:23:00,debit,Uber,Transport,1226,Success,0,16557
161,A058,2023-01-15 13:15:00,debit,Flipkart,Shopping,13620,Success,0,-1441
162,A028,2023-01-16 19:23:00,debit,Croma,Electronics,5756,Success,0,36044
163,A180,2023-01-16 14:07:00,debit,BigBasket,Groceries,4864,Pending,0,16875
164,A053,2023-01-16 04:54:00,debit,BigBasket,Groceries,4247,Success,0,22172
165,A088,2023-01-16 22:55:00,debit,Flipkart,Shopping,2093,Success,0,98557
166,A025,2023-01-16 11:08:00,debit,Netflix,Entertainment,7791,Success,0,137332
167,A023,2023-01-16 19:07:00,credit,Netflix,Entertainment,5292,Success,0,226984
168,A042,2023-01-17 08:56:00,debit,BigBasket,Groceries,6035,Success,0,111416
169,A162,2023-01-17 15:59:00,debit,Amazon,Shopping,2102,Success,0,-4202
170,A021,2023-01-17 03:53:00,debit,Croma,Electronics,1572,Pending,0,-105283
171,A033,2023-01-17 18:10:00,debit,Suspicious Transfer,Fraud,70271,Success,1,-28494
172,A085,2023-01-17 01:42:00,debit,Zomato,Food,5030,Success,0,31636
173,A082,2023-01-17 20:53:00,debit,Swiggy,Food,2045,Success,0,37088
174,A122,2023-01-17 11:56:00,credit,BigBasket,Groceries,1332,Success,0,16373
175,A076,2023-01-17 02:16:00,debit,Croma,Electronics,4616,Success,0,13281
176,A178,2023-01-17 06:03:00,debit,Uber,Transport,1834,Pending,0,64074
177,A151,2023-01-17 23:28:00,debit,Swiggy,Food,4404,Success,0,20122
178,A041,2023-01-17 14:15:00,debit,Swiggy,Food,7417,Success,0,58879
179,A102,2023-01-17 23:35:00,credit,Flipkart,Shopping,1545,Success,0,19384
180,A147,2023-01-17 01:31:00,debit,Swiggy,Food,6396,Success,0,25890
181,A017,2023-01-17 05:54:00,debit,BigBasket,Groceries,762,Success,0,67264
182,A149,2023-01-17 05:57:00,debit,Swiggy,Food,2505,Success,0,33540
183,A147,2023-01-18 23:57:00,debit,Zomato,Food,3436,Success,0,22454
184,A051,2023-01-18 11:09:00,debit,Flipkart,Shopping,1059,Success,0,68665
185,A092,2023-01-18 08:56:00,debit,Uber,Transport,3877,Success,0,39354
186,A046,2023-01-18 11:38:00,debit,BigBasket,Groceries,4527,Success,0,12921
187,A183,2023-01-18 12:38:00,credit,Amazon,Shopping,1063,Success,0,1175
188,A160,2023-01-18 05:42:00,debit,Croma,Electronics,403,Success,0,40419
189,A014,2023-01-18 17:00:00,debit,Amazon,Shopping,2762,Success,0,30853
190,A004,2023-01-18 18:44:00,debit,BigBasket,Groceries,3704,Success,0,119832
191,A045,2023-01-18 15:58:00,debit,Croma,Electronics,5957,Success,0,14220
192,A046,2023-01-19 21:47:00,debit,Flipkart,Shopping,6099,Success,0,6822
193,A104,2023-01-19 12:38:00,debit,Croma,Electronics,2647,Success,0,64139
194,A072,2023-01-19 23:59:00,debit,Swiggy,Food,7855,Success,0,34207
195,A024,2023-01-19 07:41:00,debit,Swiggy,Food,18408,Success,0,3778
196,A151,2023-01-19 13:06:00,debit,Zomato,Food,4036,Success,0,16086
197,A096,2023-01-19 17:04:00,credit,BigBasket,Groceries,5459,Success,0,249388
198,A182,2023-01-20 10:52:00,debit,BigBasket,Groceries,6889,Success,0,18327
199,A073,2023-01-20 22:52:00,debit,BigBasket,Groceries,7755,Pending,0,32855
200,A081,2023-01-20 16:57:00,debit,Flipkart,Shopping,12153,Success,0,4364
201,A145,2023-01-20 12:16:00,debit,Netflix,Entertainment,1943,Success,0,121543
202,A156,2023-01-20 12:14:00,debit,Netflix,Entertainment,3064,Success,0,29704
203,A042,2023-01-21 15:50:00,debit,Netflix,Entertainment,6609,Pending,0,104807
204,A002,2023-01-21 18:18:00,debit,Croma,Electronics,12159,Success,0,9241
205,A185,2023-01-21 02:35:00,debit,BigBasket,Groceries,6508,Success,0,10630
206,A166,2023-01-21 12:30:00,debit,Croma,Electronics,1721,Success,0,44333
207,A079,2023-01-21 22:37:00,debit,Flipkart,Shopping,10620,Pending,0,94173
208,A155,2023-01-21 12:44:00,credit,Flipkart,Shopping,13019,Success,0,59594
209,A074,2023-01-21 18:40:00,credit,Netflix,Entertainment,4461,Success,0,38480
210,A098,2023-01-21 09:33:00,debit,Uber,Transport,35688,Success,0,-10557
211,A129,2023-01-21 01:54:00,debit,Flipkart,Shopping,2492,Pending,0,13775
212,A063,2023-01-21 12:48:00,debit,Netflix,Entertainment,7555,Success,0,13143
213,A124,2023-01-21 08:09:00,debit,BigBasket,Groceries,11638,Success,0,6023
214,A192,2023-01-21 15:14:00,debit,Amazon,Shopping,25782,Success,0,-40488
215,A045,2023-01-21 10:17:00,debit,Zomato,Food,3900,Success,0,10320
216,A108,2023-01-21 17:17:00,debit,BigBasket,Groceries,11648,Success,0,23553
217,A090,2023-01-22 16:49:00,debit,Swiggy,Food,6327,Success,0,142149
218,A101,2023-01-22 14:45:00,debit,Swiggy,Food,4082,Success,0,12666
219,A126,2023-01-22 09:07:00,debit,Amazon,Shopping,8072,Success,0,7413
220,A183,2023-01-22 04:26:00,credit,BigBasket,Groceries,14442,Success,0,15617
221,A181,2023-01-22 17:20:00,debit,BigBasket,Groceries,14407,Success,0,4716
222,A149,2023-01-22 06:46:00,debit,Croma,Electronics,1784,Success,0,31756
223,A142,2023-01-22 00:46:00,debit,BigBasket,Groceries,6863,Success,0,21678
224,A173,2023-01-22 08:57:00,credit,BigBasket,Groceries,6430,Success,0,151860
225,A145,2023-01-22 05:53:00,debit,Croma,Electronics,9005,Success,0,112538
226,A004,2023-01-22 17:38:00,debit,Zomato,Food,2291,Success,0,117541
227,A164,2023-01-22 04:42:00,debit,Netflix,Entertainment,1876,Success,0,32830
228,A140,2023-01-23 02:48:00,debit,Swiggy,Food,7243,Success,0,147914
229,A160,2023-01-23 02:37:00,debit,Uber,Transport,5205,Success,0,35214
230,A083,2023-01-23 08:21:00,debit,Flipkart,Shopping,2444,Pending,0,44133
231,A005,2023-01-23 06:15:00,credit,Amazon,Shopping,16716,Failed,0,45496
232,A142,2023-01-23 05:31:00,debit,Uber,Transport,7759,Success,0,13919
233,A122,2023-01-23 01:50:00,debit,Croma,Electronics,5778,Success,0,10595
234,A166,2023-01-24 07:12:00,debit,Flipkart,Shopping,841,Success,0,43492
235,A107,2023-01-24 00:48:00,debit,Flipkart,Shopping,7593,Failed,0,128510
236,A118,2023-01-24 16:58:00,credit,Swiggy,Food,2429,Success,0,44757
237,A137,2023-01-24 15:24:00,debit,Amazon,Shopping,4240,Success,0,44036
238,A178,2023-01-24 09:31:00,debit,Swiggy,Food,6986,Success,0,57088
239,A004,2023-01-24 10:59:00,debit,Croma,Electronics,3601,Success,0,113940
240,A014,2023-01-25 01:32:00,debit,Uber,Transport,1987,Success,0,28866
241,A141,2023-01-25 14:36:00,debit,Flipkart,Shopping,4587,Success,0,90389
242,A056,2023-01-25 00:02:00,debit,Croma,Electronics,18849,Success,0,-8530
243,A026,2023-01-25 20:03:00,debit,Zomato,Food,2859,Failed,0,32505
244,A065,2023-01-25 04:57:00,debit,Amazon,Shopping,6327,Pending,0,133177
245,A008,2023-01-25 03:00:00,credit,Croma,Electronics,1647,Success,0,39819
246,A087,2023-01-25 08:06:00,debit,Croma,Electronics,6981,Success,0,112736
247,A106,2023-01-25 18:12:00,debit,Suspicious Transfer,Fraud,189738,Pending,1,-125182
248,A108,2023-01-25 04:14:00,credit,Croma,Electronics,1753,Success,0,25306
249,A049,2023-01-25 07:20:00,credit,Zomato,Food,5812,Success,0,108522
250,A200,2023-01-25 02:07:00,credit,Swiggy,Food,7219,Success,0,103939
251,A126,2023-01-25 07:50:00,debit,Netflix,Entertainment,1751,Success,0,5662
252,A144,2023-01-25 14:09:00,debit,Netflix,Entertainment,6417,Success,0,26013
253,A028,2023-01-25 06:41:00,credit,Zomato,Food,6809,Success,0,42853
254,A075,2023-01-26 11:12:00,debit,Amazon,Shopping,3351,Success,0,39815
255,A171,2023-01-26 23:37:00,debit,Amazon,Shopping,7996,Failed,0,24720
256,A148,2023-01-26 03:01:00,debit,Swiggy,Food,2679,Success,0,58564
257,A118,2023-01-26 11:49:00,debit,Uber,Transport,1283,Success,0,43474
258,A180,2023-01-26 23:22:00,debit,Swiggy,Food,1279,Success,0,15596
259,A008,2023-01-26 01:11:00,debit,Netflix,Entertainment,5277,Success,0,34542
260,A083,2023-01-26 22:38:00,debit,Uber,Transport,3686,Success,0,40447
261,A190,2023-01-26 22:37:00,debit,Uber,Transport,4663,Success,0,40441
262,A193,2023-01-27 03:06:00,debit,Netflix,Entertainment,6908,Success,0,8214
263,A195,2023-01-27 19:14:00,debit,Zomato,Food,2399,Success,0,12657
264,A084,2023-01-27 18:56:00,debit,Swiggy,Food,233,Success,0,11113
265,A085,2023-01-27 12:30:00,debit,Amazon,Shopping,1725,Success,0,29911
266,A050,2023-01-27 06:43:00,debit,Croma,Electronics,6144,Success,0,36055
267,A005,2023-01-27 18:07:00,debit,Croma,Electronics,9069,Success,0,36427
268,A174,2023-01-27 05:02:00,debit,Zomato,Food,791,Success,0,26132
269,A124,2023-01-27 17:59:00,debit,Zomato,Food,3405,Success,0,2618
270,A127,2023-01-27 17:48:00,debit,Zomato,Food,5651,Success,0,-2440
271,A176,2023-01-27 23:12:00,debit,BigBasket,Groceries,9639,Success,0,49377
272,A009,2023-01-27 19:51:00,debit,Flipkart,Shopping,7005,Success,0,10661
273,A040,2023-01-27 06:51:00,debit,Uber,Transport,19026,Success,0,7533
274,A053,2023-01-28 02:07:00,debit,Swiggy,Food,10185,Success,0,11987
275,A120,2023-01-28 07:07:00,debit,Uber,Transport,11830,Success,0,132478
276,A124,2023-01-28 08:16:00,debit,Uber,Transport,6668,Success,0,-4050
277,A132,2023-01-28 14:40:00,credit,Croma,Electronics,2697,Success,0,21403
278,A023,2023-01-28 11:39:00,debit,Swiggy,Food,13145,Success,0,213839
279,A144,2023-01-29 04:22:00,debit,Flipkart,Shopping,8638,Success,0,17375
280,A151,2023-01-29 00:54:00,debit,Flipkart,Shopping,3771,Success,0,12315
281,A184,2023-01-29 11:05:00,credit,Swiggy,Food,5551,Pending,0,29138
282,A093,2023-01-29 12:13:00,debit,Netflix,Entertainment,14925,Success,0,31920
283,A104,2023-01-29 03:39:00,credit,Croma,Electronics,11500,Success,0,75639
284,A011,2023-01-29 15:19:00,debit,Swiggy,Food,14440,Success,0,6801
285,A134,2023-01-29 04:01:00,debit,BigBasket,Groceries,26598,Success,0,-11267
286,A154,2023-01-29 05:27:00,credit,Flipkart,Shopping,3525,Success,0,29784
287,A178,2023-01-30 00:59:00,debit,Zomato,Food,6052,Success,0,51036
288,A038,2023-01-30 12:48:00,credit,Flipkart,Shopping,6421,Success,0,39692
289,A112,2023-01-30 00:18:00,credit,Amazon,Shopping,4764,Success,0,29767
290,A191,2023-01-30 20:07:00,debit,Uber,Transport,4176,Success,0,117546
291,A094,2023-01-30 13:10:00,debit,Amazon,Shopping,5428,Success,0,16037
292,A060,2023-01-30 19:47:00,debit,Amazon,Shopping,6637,Failed,0,13022
293,A079,2023-01-30 11:25:00,debit,Swiggy,Food,1067,Success,0,93106
294,A118,2023-01-30 15:45:00,debit,Netflix,Entertainment,6155,Success,0,37319
295,A177,2023-01-30 12:39:00,debit,Flipkart,Shopping,6520,Success,0,34154
296,A016,2023-01-31 21:41:00,debit,Amazon,Shopping,5749,Success,0,24979
297,A010,2023-01-31 15:15:00,debit,Zomato,Food,19626,Success,0,-11558
298,A091,2023-01-31 23:25:00,debit,Flipkart,Shopping,441,Failed,0,102445
299,A191,2023-01-31 02:23:00,debit,Zomato,Food,5233,Success,0,112313
300,A008,2023-01-31 16:36:00,credit,Flipkart,Shopping,3208,Success,0,37750
301,A031,2023-01-31 12:45:00,debit,Amazon,Shopping,2230,Success,0,34636
302,A006,2023-01-31 19:53:00,debit,Netflix,Entertainment,7931,Success,0,7336
303,A192,2023-01-31 10:00:00,debit,Amazon,Shopping,6603,Success,0,-47091
304,A111,2023-01-31 00:38:00,debit,BigBasket,Groceries,243,Success,0,113445
305,A137,2023-01-31 13:59:00,credit,Netflix,Entertainment,7260,Failed,0,51296
306,A026,2023-01-31 06:02:00,debit,Flipkart,Shopping,2145,Failed,0,30360
307,A147,2023-01-31 16:13:00,credit,Netflix,Entertainment,5559,Success,0,28013
308,A194,2023-02-01 21:47:00,credit,Salary Deposit,Income,33643,Success,0,48354
309,A134,2023-02-01 22:41:00,credit,Salary Deposit,Income,188370,Success,0,177103
310,A136,2023-02-01 06:08:00,credit,Salary Deposit,Income,81595,Success,0,115004
311,A084,2023-02-01 14:17:00,credit,Salary Deposit,Income,83677,Success,0,94790
312,A146,2023-02-01 21:53:00,credit,Salary Deposit,Income,108812,Success,0,152564
313,A198,2023-02-01 04:31:00,credit,Salary Deposit,Income,93367,Success,0,147375
314,A170,2023-02-01 17:55:00,credit,Salary Deposit,Income,50770,Success,0,83598
315,A159,2023-02-01 02:35:00,credit,Salary Deposit,Income,35769,Success,0,46377
316,A033,2023-02-01 23:24:00,credit,Salary Deposit,Income,110842,Failed,0,82348
317,A139,2023-02-01 19:02:00,credit,Salary Deposit,Income,42689,Success,0,88429
318,A032,2023-02-01 08:36:00,credit,Salary Deposit,Income,89730,Success,0,119073
319,A129,2023-02-01 05:07:00,credit,Salary Deposit,Income,113088,Pending,0,126863
320,A128,2023-02-01 02:28:00,credit,Salary Deposit,Income,102287,Success,0,120100
321,A076,2023-02-02 05:57:00,credit,Salary Deposit,Income,48252,Success,0,61533
322,A184,2023-02-02 23:28:00,credit,Salary Deposit,Income,37541,Success,0,66679
323,A013,2023-02-02 17:35:00,credit,Salary Deposit,Income,67072,Failed,0,80320
324,A179,2023-02-02 01:48:00,credit,Salary Deposit,Income,178755,Success,0,194209
325,A190,2023-02-02 06:51:00,credit,Salary Deposit,Income,118581,Success,0,159022
326,A008,2023-02-02 01:16:00,credit,Salary Deposit,Income,99043,Success,0,136793
327,A071,2023-02-02 05:34:00,credit,Salary Deposit,Income,50682,Success,0,88861
328,A133,2023-02-02 22:04:00,credit,Salary Deposit,Income,71592,Success,0,111194
329,A180,2023-02-02 04:55:00,credit,Salary Deposit,Income,103125,Success,0,118721
